,name,gender,hometown,age,education,income,experience,period,drawdown,debt,risk,attitude
384,Walter Daniell,1,Mongolia,2,1,3,4,2,2,2,1,2
385,Gladys Taylor,2,Hong Kong,3,4,2,3,2,2,5,3,1
386,Moore MacDonald,1,Hong Kong,5,5,5,1,2,2,3,2,2
387,May Montgomery,2,Hong Kong,2,4,1,1,2,2,2,2,2
388,Uriah Eleanor,1,Hong Kong,5,5,5,5,5,5,5,5,5
389,Barbara Lawrence,2,Hong Kong,5,5,5,5,5,5,5,5,5
390,Sandra Gibson,2,Hong Kong,3,3,2,5,2,2,2,1,1
391,Yao Shufen,2,hk,3,4,4,5,3,3,3,2,2
392,Louise Helin(a),2,HK,2,2,2,4,1,2,2,1,2
393,Zhang Zhihao,1,Hong Kong,5,3,3,1,1,1,4,1,2
394,Lu Jingyi,2,Hong Kong,3,3,3,3,3,3,3,3,3
395,Ives Smith,1,Zhejiang,5,4,4,3,2,3,5,3,1
396,Marguerite Ford,2,Shanxi,3,4,5,5,5,5,1,5,5
397,Lian Yating,2,Brunei,1,1,1,3,1,1,1,1,1
398,Cecil Aled(k),1,Hong Kong,5,5,5,5,5,5,5,5,5
399,Werner Abe,1,HK,3,2,3,2,2,3,3,2,2
400,May Peacock,2,Macao,2,2,1,4,1,1,1,1,1
401,Quan Bi,2,Hong Kong,1,2,1,1,2,3,5,3,1
402,Setlla Adams,2,Hong Kong,3,3,3,5,2,3,3,1,3
403,Sidney Walpole,1,Hong Kong,3,3,3,5,2,3,3,1,3
404,Nicholas Baker,1,Macao,4,5,3,4,3,3,5,4,2
405,Ronald Tracy,1,HK,2,4,4,5,5,5,1,5,4
406,Les Martha,1,Hong Kong,3,4,2,3,2,2,5,3,1
407,Shen Ah,2,Hong Kong,2,5,4,2,2,3,5,3,1
408,Valerie Scripps,2,HK,1,1,1,4,3,4,2,4,2
409,Nat Grote,1,Hong Kong,2,1,1,1,2,3,3,3,2
410,Bartholomew Herty,1,hk,3,4,4,5,3,3,3,2,2
411,Sid Morrison,1,Hong Kong,4,5,3,4,3,3,5,4,2
412,Norma Warner,2,Shenzhen,1,1,1,5,4,4,3,4,3
413,Xaviera MacMillan,2,Zhejiang,3,3,3,1,2,1,5,3,5
414,Lu Shuren,2,Hong Kong,3,4,5,1,1,2,4,2,1
415,Joyce Van,1,Mongolia,3,5,5,5,4,4,3,4,5
416,York Lou(ie),1,Hong Kong,3,4,2,2,1,3,2,1,2
417,Liu Shui,2,Zhejiang,3,4,5,1,1,2,4,2,1
418,Quintina Jefferson,2,Hong Kong,3,4,4,5,4,4,2,4,4
419,Rose Bess,2,Hong Kong,2,4,1,1,1,3,1,3,3
420,Chang Fu,1,Hong Kong,5,3,5,5,4,3,3,4,4
421,Marina Joseph,2,Chinese mainland,1,1,1,5,3,3,3,4,4
422,Lutz Schmetterling,1,Hong Kong,3,4,2,2,1,3,2,1,2
423,Page Joshua,1,Hong Kong,2,4,1,1,1,3,1,3,3
424,Frances Mary,2,Hong Kong,3,2,3,2,2,3,3,2,2
425,Quintina MacAdam,2,Hong Kong,5,3,2,1,1,2,5,2,4
426,Ulysses Susanna,1,hk,3,2,4,5,3,3,3,2,3
427,Willie Hudson,1,HK,2,3,2,2,2,2,4,2,2
428,Richard Aldington,1,Taiwan,2,3,2,5,3,3,3,4,3
429,Regan Ivan,1,Beijing,4,4,3,5,3,3,3,2,2
430,Ann Anne,2,HK,2,5,5,4,3,3,2,3,4
431,Xenia Daisy,2,Japan,5,4,3,5,3,3,3,4,2
432,Gao Fu,1,Hong Kong,3,2,3,2,2,3,3,2,2
433,Levi Stephens,1,Hong Kong,1,1,1,3,2,3,3,3,1
434,Cara Bird,2,Hong Kong,3,4,5,5,3,3,3,4,3
435,Li Li,2,hk,3,4,2,3,2,2,5,3,1
436,Yi Bai,2,Jiangsu,3,1,3,4,1,1,1,1,1
437,Theobald Frederick,1,Hong Kong,3,2,4,5,3,3,3,2,3
438,Cathy Sidney,2,Hong Kong,2,3,2,2,2,2,4,2,2
439,Wallis Hamlet,2,Hong Kong,2,1,3,4,2,2,2,1,2
440,Hao Yu,1,HK,4,2,4,5,2,2,2,2,2
441,York Zephaniah,1,Hong Kong,3,5,2,2,3,3,3,3,3
442,Greg Acheson,1,Hong Kong,2,3,3,4,2,2,2,1,1
443,Lynn Nick,2,Hong Kong,3,5,2,2,3,3,3,3,3
444,Walter Patrick,1,Yunnan,3,4,4,5,3,3,3,2,2
445,Warner Adela,1,Hong Kong,3,3,3,1,2,1,5,3,5
446,Mabel Adams,2,Hong Kong,4,4,4,2,3,2,5,4,5
447,Maxine Stella,2,Hong Kong,5,5,5,5,5,5,5,5,5
448,Aguni Harumi,1,Hong Kong,3,5,5,5,3,4,3,4,4
449,Natalie Howard,2,Shenzhen,2,4,3,3,2,3,5,3,1
450,Guy Richard,1,HK,2,2,2,1,1,1,4,2,4
451,Arlene Chapman,2,Malaysia,2,4,1,1,1,3,1,3,3
452,Berg Haywood,1,Guangdong,5,5,5,5,5,5,5,5,5
453,Meng Zemin,1,Shenzhen,2,5,5,4,3,3,2,3,4
454,Yuan Ming,2,Hong Kong,5,4,3,4,3,4,5,4,2
455,Cornell Galsworthy,1,Taiwan,2,1,2,1,1,2,2,1,1
456,Jo Lew,2,Wulongmuqi,2,3,1,2,1,1,4,2,1
457,Jesse Halifax,1,hk,3,4,2,2,1,3,2,1,2
458,Toby Pigou,1,Hong Kong,3,3,2,5,2,2,2,1,1
459,Atwood Bulwer,1,Hong Kong,2,4,1,1,1,3,1,3,3
460,Guo Qiang,1,hk,2,5,5,3,2,2,5,2,3
461,Qiao Jianhong,1,Hong Kong,5,3,5,5,4,3,3,4,4
462,Bradley Roosevelt,1,Hong Kong,3,5,3,2,2,3,2,2,2
463,Marlon Duncan,1,Beijing,2,5,5,4,3,3,2,3,4
464,Doreen Hawthorne,2,Hong Kong,3,2,2,5,5,5,5,5,5
465,Jenny Cissie,2,Hong Kong,2,4,2,1,1,2,1,1,1
466,Veromca Benson,2,Hong Kong,2,4,2,1,1,2,1,1,1
467,Paula Brook,2,HK,3,3,2,5,2,2,2,1,1
468,Mona Harriman,2,Hong Kong,1,3,1,1,1,1,1,1,1
469,Cecilia Spenser,2,Hunan,3,4,5,5,5,5,1,5,5
470,Alexander Lamb,1,Hong Kong,2,5,5,5,3,4,2,4,3
471,Belle Sheridan,2,Hong Kong,5,4,3,5,3,3,2,4,3
472,Ding Yawen,2,Hunan,4,5,5,5,4,4,4,3,3
473,Lian Ruogang,2,Hong Kong,4,5,3,3,2,4,3,2,3
474,Ma Hua,1,Hong Kong,1,3,1,1,1,2,1,2,2
475,Matthew Saroyan,1,china,5,5,5,5,5,5,5,5,5
476,Andy Keppel,1,Hong Kong,5,3,5,5,4,3,3,4,4
477,Wen Xia,1,Hong Kong,3,3,3,1,2,1,5,3,5
478,Burton Dickey,1,Hong Kong,3,2,3,5,5,5,2,5,5
479,Ann Russell,2,Hong Kong,5,3,5,5,4,3,3,4,4
480,Merlin House,1,Hong Kong,2,4,1,1,2,2,2,2,2
481,Ann Grace,2,Hong Kong,5,5,5,5,5,5,5,5,5
482,Qin Jia,2,hk,2,3,1,2,2,2,3,2,1
483,Yao Shufen,2,Wulongmuqi,2,4,1,1,2,2,2,2,2
484,Polly Susan,2,Hong Kong,5,4,3,2,2,3,5,3,1
485,Quincy Peg,1,Myanmar,2,4,2,1,1,2,1,1,1
486,Clara Christian,2,Jiangsu,3,4,2,3,2,2,5,3,1
487,Channing Oliver,1,Hong Kong,5,2,1,5,3,5,2,5,4
488,Mabel Landon,2,Malaysia,2,4,2,1,1,2,1,1,1
489,Verne Bessie,1,Hainan,3,3,3,5,2,3,3,1,3
490,Tang Jun,1,Guangdong,5,4,4,5,3,3,3,3,2
491,Victoria Emmie,2,HK,1,4,4,3,2,2,1,2,3
492,Ma Yijun,1,Hong Kong,1,2,1,5,5,5,1,5,5
493,Phil May,1,Hong Kong,3,2,4,5,3,3,3,2,3
494,Per Schichau,1,India,2,2,1,3,2,3,3,3,4
495,Lang Lin,2,Singapore,5,3,5,5,4,3,3,4,4
496,Pan Zhihao,2,guangxi,3,4,4,5,3,3,3,2,2
497,Maurice Katharine,1,hk,4,4,3,5,3,3,3,2,2
498,Gu Xieren,1,Myanmar,3,2,4,5,3,3,3,2,3
499,Vincent Stowe,1,Hebei,5,4,4,1,1,2,4,2,1
500,Winni Bradley,2,Hong Kong,3,3,3,1,1,1,4,1,2
501,Suzanne Smollett,2,Hong Kong,4,4,4,5,3,3,3,3,4
502,Evelyn Aled(k),2,Shenzhen,2,5,5,4,3,3,2,3,4
503,Webster Electra,1,Hong Kong,4,5,5,5,5,5,3,5,5
504,Madeline Back,2,Hong Kong,1,3,1,1,1,1,1,1,1
505,Marcus Conrad,1,Yunnan,3,4,3,3,3,3,5,3,3
506,Amelia Crichton,2,hk,3,4,4,5,3,3,3,2,2
507,Jason Tout,1,hk,4,4,4,4,4,4,4,4,4
508,Nicola Nixon,2,Malaysia,3,3,3,1,2,1,5,3,5
509,Rex Broad,1,Hong Kong,4,4,4,4,4,4,4,4,4
510,Deborah Nell,2,Hong Kong,4,4,4,2,3,2,5,4,5
511,Xaviera Davy,2,Hong Kong,2,4,2,1,1,2,1,1,1
512,Ann Anne,2,china,3,4,5,5,5,5,2,5,3
513,Karen Saxton,2,Hong Kong,3,5,3,2,2,3,2,2,2
514,Laurel Brook,2,Hong Kong,2,3,3,4,2,2,2,1,1
515,Dorothy McDonald,2,Hong Kong,3,3,3,4,3,4,2,4,2
516,Tess Coffey,2,Hong Kong,2,4,3,5,4,3,3,4,2
517,Miranda Hudson,2,Hong Kong,3,4,5,3,2,3,3,3,2
518,Tracy Sassoon,2,Hong Kong,3,4,5,5,3,4,5,4,3
519,Ansel Webb,1,hk,2,4,4,5,3,4,2,4,3
520,Mamie Roland,2,Hong Kong,3,4,4,5,3,3,3,2,2
521,Gabrielle Herbert,2,Hong Kong,2,4,3,1,1,1,4,1,1
522,Zhu Jin,2,Hong Kong,3,2,2,4,2,3,3,3,3
523,Mick Henrietta,1,Hong Kong,4,5,3,4,3,3,5,4,2
524,Abbott Sapir,1,Hong Kong,3,5,2,2,2,4,2,4,4
525,Juliet Churchill,2,HK,2,3,1,3,2,3,3,3,3
526,Alfred Margery,1,Macao,1,3,1,1,1,2,1,2,2
527,Lucien James,1,Hong Kong,2,3,1,2,1,1,4,2,1
528,Yang Yazhu,2,Hong Kong,3,4,5,2,2,2,3,2,1
529,Egbert Lyly,1,Hong Kong,3,3,4,5,3,5,1,5,5
530,Eunice Wheeler,2,Shanghai,3,4,2,3,2,2,5,3,1
531,Myra Daniel,2,Macao,2,5,4,2,2,3,3,3,1
532,Lutz Fehrenbach,1,Taiwan,2,4,1,1,1,3,1,3,3
533,Meng Xun,1,Hong Kong,2,2,2,1,1,1,4,2,4
534,Isaac London,1,Indonesia,5,3,5,5,4,3,3,4,4
535,Maggie Nahum,2,Fujian,2,3,2,2,2,2,4,2,2
536,Vito,1,Hong Kong,2,5,5,4,3,3,2,3,4
537,Maniwa Ayao,2,Hong Kong,2,2,2,1,1,1,4,2,4
538,Bertha Pullman,2,Hong Kong,2,2,2,4,1,2,2,1,2
539,Nicholas Baker,1,Hong Kong,4,4,4,5,3,4,4,2,4
540,Enoch Larkin,1,Hong Kong,3,3,2,5,2,2,2,1,1
541,Harlan Wood,1,Hong Kong,2,3,2,2,2,2,4,2,2
542,Cyril Nicholas,1,Hong Kong,3,2,3,1,1,2,3,2,3
543,Julius Dodd,1,Hong Kong,4,4,5,1,1,1,4,1,2
544,Sophia Bernard,2,Hong Kong,2,3,2,2,2,2,4,2,2
545,Hulda Child,2,hk,4,4,4,2,3,2,5,4,5
546,Sylvia Priestley,2,Hong Kong,1,3,1,1,1,2,1,2,2
547,Vito Malan,1,Hong Kong,2,2,1,4,1,1,1,1,1
548,Nathaniel Webster,1,Hong Kong,1,2,1,4,2,3,2,3,4
549,Brady Cocker,1,HK,2,3,2,1,2,1,4,1,3
550,Chasel Evans,1,Hong Kong,5,4,4,1,2,2,4,2,3
551,Beverly Bunyan,2,Hong Kong,3,3,3,5,2,3,3,1,3
552,Polly Susan,2,HK,2,4,3,1,2,2,3,2,1
553,Avery Wheeler,1,Canton,3,3,4,5,3,4,2,4,3
554,Zhao Tu,2,Shenzhen,4,5,5,5,5,5,3,5,5
555,Evangeline Gunter,2,Hubei,3,2,4,5,3,3,3,2,3
556,Devin Sidney,1,Hong Kong,2,1,2,1,1,2,2,1,1
557,Crystal Gold,2,Hong Kong,3,2,3,2,2,3,3,2,2
558,Crystal Fox,2,hk,5,5,5,5,5,5,5,5,5
559,Ella Evelina,2,Hong Kong,2,4,1,1,2,2,2,2,2
560,Elsa Sweet,2,Hong Kong,2,3,2,2,2,2,4,2,2
561,Cathy Sidney,2,HK,2,2,1,1,2,2,3,2,3
562,Monica Attlee,2,Hong Kong,4,4,4,5,3,4,4,2,4
563,Barlow Barton,1,Hong Kong,2,4,1,1,2,2,2,2,2
564,Darlene Edmund,2,Chinese mainland,2,1,1,1,2,2,5,2,2
565,Colin Nahum,1,Hong Kong,3,3,4,1,1,2,3,2,4
566,Trista Harold,2,Hong Kong,3,4,2,2,1,3,2,1,2
567,Merlin House,1,Hong Kong,5,3,5,5,3,3,3,3,3
568,Hobart Dorothy,1,Hebei,3,2,3,3,2,3,3,4,1
569,Mick Henrietta,1,Hong Kong,3,3,4,3,2,2,3,2,3
570,Ira Watt,1,Hong Kong,3,3,4,4,3,4,2,4,5
571,Rory Swift,1,hk,2,4,4,5,4,5,1,5,5
572,Diana Hope,2,Hong Kong,3,4,2,3,2,2,5,3,1
573,Xu Lingxin,2,HK,4,3,5,5,4,4,4,3,4
574,Michael Anne,1,Foshan,4,2,4,5,2,2,2,2,2
575,Henry Dalton,1,Hong Kong,2,4,1,1,2,2,2,2,2
576,Lian Bo,2,Hong Kong,3,4,4,5,4,4,2,4,4
577,Oscar Eva,1,HK,5,4,5,4,4,5,5,4,4
578,Mandel Marshall,1,Hong Kong,3,3,3,5,2,3,3,1,3
579,Xuan Ru,2,HK,3,5,5,5,3,4,2,4,2
580,Mabel Adams,2,Hong Kong,5,5,5,5,5,5,5,5,5
581,Mignon Dewar,2,Hong Kong,5,4,3,1,1,1,4,1,2
582,Jim Humphr(e)y,1,hk,2,4,1,1,1,3,1,3,3
583,Egbert Hart,1,Hong Kong,2,4,4,3,2,2,3,2,1
584,Zhao Wuhan,2,Hong Kong,2,4,1,1,2,2,2,2,2
585,Barlow Walton,1,hk,4,3,4,3,3,4,4,3,3
586,Zhao Wuhan,2,Hong Kong,3,4,2,2,1,3,2,1,2
587,Jo Ackerman,1,HK,5,4,4,4,3,4,2,4,5
588,Gong Da,1,HK,2,5,5,4,3,3,2,3,4
589,Harlan Fox,1,Jiangsu,3,2,4,5,3,3,3,2,3
590,Nelly Dickens,2,Hong Kong,2,4,1,1,1,3,1,3,3
591,Luther Landon,1,Hong Kong,5,5,5,5,5,5,5,5,5
592,Eli Clare,1,Hong Kong,2,3,2,2,2,2,4,2,2
593,Rebecca Hodgson,2,Hong Kong,3,3,3,1,2,1,5,3,5
594,Abigail Waters,2,Hong Kong,3,4,4,5,3,3,3,2,2
595,Colin Nahum,1,Hong Kong,3,4,5,3,2,3,3,4,2
596,Yi Xia,1,Hong Kong,1,3,1,1,1,1,1,1,1
597,Tada Sawa,2,Hong Kong,4,4,4,5,5,5,1,5,4
598,Ingrid Poe,2,Hong Kong,2,3,2,2,2,2,4,2,2
599,Alvin Motley,1,Shanghai,2,4,1,1,2,2,2,2,2
600,Virginia Anne,2,Hong Kong,3,2,4,5,3,3,3,2,3
601,Kent Lyly,1,hk,4,2,4,4,3,2,2,3,3
602,John Austen,1,Hong Kong,2,3,2,2,2,2,4,2,2
603,Sheila Black,2,Hebei,3,4,5,3,2,2,5,2,2
604,Judy Jerome,2,Hong Kong,2,3,3,4,2,2,2,1,1
605,Sebastian Joan,1,Hong Kong,3,4,4,5,4,4,2,4,4
606,Gordon Owen,1,HK,4,4,5,4,3,4,2,4,2
607,Bart Emmie,1,Hong Kong,2,3,2,2,2,2,4,2,2
608,Amanda Leacock,2,Henan,2,5,5,4,3,3,2,3,4
609,Miriam Anderson,2,Hong Kong,3,2,4,5,3,3,3,2,3
610,Earl Morgan,1,Hong Kong,4,2,2,3,2,3,3,3,4
611,Vic Faraday,1,Shenzhen,5,3,5,5,4,3,3,4,4
612,Lionel Yale,1,HK,1,2,1,1,1,1,3,1,1
613,Sherry Eugene,2,Hong Kong,4,3,4,3,3,4,4,3,3
614,Maria Bobby,2,HK,3,3,3,5,2,3,3,1,3
615,Borg Harrod,1,hk,3,4,5,1,2,2,3,2,3
616,Bernice Barton,2,Chinese mainland,5,4,3,1,2,1,4,1,1
617,Ye Zhen,2,Hong Kong,3,2,2,4,3,4,2,4,2
618,Lu Xiuying,2,Brunei,3,4,4,5,4,4,2,4,4
619,Nelly Dickens,2,Hong Kong,2,4,1,1,2,2,2,2,2
620,Bowen Wilson,1,HK,3,4,2,3,2,2,5,3,1
621,Gilbert Buck,1,Chinese mainland,3,3,3,5,2,3,3,1,3
622,Ruby Bauer,2,Zhejiang,4,3,3,4,3,4,5,4,4
623,Mildred Harrison,2,Hong Kong,5,4,5,5,5,4,4,5,5
624,Huo Zheng,1,HK,2,3,1,2,1,1,4,2,1
625,Jeff Eugene,1,HK,4,2,4,5,2,2,2,2,2
626,Prudence Emma,2,HK,2,2,1,4,3,4,2,4,1
627,Du Huan,1,HK,4,5,3,3,2,4,3,2,3
628,Eileen Robeson,2,hk,5,5,4,5,5,5,2,5,4
629,Ye Zhen,2,India,1,2,1,1,1,1,4,1,1
630,Victoria Emmie,2,Hong Kong,2,5,5,4,3,3,2,3,4
631,Katherine Aled(k),2,Vietnam,3,4,5,3,2,3,3,4,2
632,Zheng Zhenya,2,Hong Kong,3,5,3,2,2,3,2,2,2
633,Kelly Doherty,1,Hong Kong,2,4,4,5,3,3,3,3,1
634,Sigrid Johnson,2,hk,4,5,3,4,3,3,5,4,2
635,Xu Qiu,2,Hong Kong,4,4,4,5,3,4,4,2,4
636,Amos Kitto,1,Hong Kong,2,3,2,2,2,2,4,2,2
637,Lyndon Benson,1,Hong Kong,3,4,5,3,2,3,3,3,3
638,Elijah Truman,1,Thailand,4,3,4,3,3,4,4,3,3
639,Phoebe Gallacher,2,HK,5,3,5,5,4,3,3,4,4
640,Hugo Wyat(t),1,Hong Kong,4,2,4,5,2,2,2,2,2
641,Armstrong Tomlinson,1,Hong Kong,2,4,1,1,1,3,1,3,3
642,Paula Austin,2,Hong Kong,4,3,5,5,4,4,4,3,4
643,Cao Qing,1,HK,2,2,2,4,1,2,2,1,2
644,Lindsay Micah,2,Henan,3,3,2,5,2,2,2,1,1
645,Dorothy McDonald,2,Hong Kong,4,3,5,5,4,4,4,3,4
646,Hao Ping,1,Hong Kong,3,3,4,1,1,1,4,1,3
647,Isaac London,1,Chinese mainland,3,4,4,5,3,3,3,2,2
648,May Peacock,2,South Korea,3,3,3,1,2,1,5,3,5
649,Zheng Guiying,1,Hong Kong,3,3,2,5,2,2,2,1,1
650,Derrick Sandy,1,HK,2,4,4,4,2,4,2,4,3
651,Cyril Nicholas,1,hk,4,4,5,5,3,3,3,4,4
652,Freda MacPherson,2,Hong Kong,5,4,3,5,3,4,2,4,1
653,Tobey Baker,2,Hong Kong,4,5,3,3,2,4,3,2,3
654,Boris Howell,1,Beijing,2,2,2,4,1,2,2,1,2
655,Moses Law,1,Hong Kong,3,3,4,5,4,4,2,4,3
656,Merlin Irving,1,Beijing,5,3,5,5,4,3,3,4,4
657,Merlin Irving,1,South Korea,5,3,5,5,4,3,3,4,4
658,Norma Robin,2,Hong Kong,3,4,5,1,2,1,4,1,3
659,Qiao Guiying,2,hk,4,4,4,5,3,4,4,2,4
660,Beverly Bunyan,2,hk,4,2,4,5,2,2,2,2,2
661,Gavin Malachi,1,Hong Kong,1,2,1,1,1,1,3,1,1
662,Martina Louis,2,Myanmar,5,3,5,5,4,3,3,4,4
663,Wei Tai,1,Hong Kong,2,3,2,4,3,3,3,3,1
664,Marina Joseph,2,Hong Kong,3,4,5,4,3,4,2,4,2
665,Hogan Ellis,1,Hong Kong,2,3,2,3,2,3,3,3,4
666,Fabian Sally,1,Hong Kong,3,2,3,2,2,3,3,3,2
667,Gao Luoyang,1,Hong Kong,4,4,4,5,3,4,4,2,4
668,Vita Housman,2,Hong Kong,2,4,3,5,4,5,5,5,4
669,Monica Edgeworth,2,Henan,2,3,1,1,1,2,1,1,1
670,Jocelyn Milne,2,Hong Kong,3,4,2,3,2,2,5,3,1
671,Blair Reed,1,Hong Kong,2,4,1,1,1,3,1,3,3
672,Irene Matthew,2,Hebei,3,4,2,2,1,3,2,1,2
673,Berg Haywood,1,Malaysia,5,5,5,5,5,5,5,5,5
674,Gerald Vincent,1,Hong Kong,3,4,5,5,5,5,2,5,3
675,Tracy Michael,2,Shanghai,2,4,2,1,1,2,1,1,1
676,Bernice Barton,2,Hong Kong,3,5,2,2,3,3,3,3,3
677,Cui Jun,2,Hong Kong,4,2,4,5,2,2,2,2,2
678,Spencer Rhys,1,Hong Kong,3,2,3,1,1,1,5,1,2
679,Dana Defoe,1,HK,3,2,3,5,5,5,2,5,4
680,Cheng Tu,1,Hong Kong,4,2,4,5,2,2,2,2,2
681,Jacob Houston,1,hk,5,4,4,5,3,4,2,4,4
682,Taylor Dutt,1,Hong Kong,2,4,1,1,1,3,1,3,3
683,Prima Beck,2,Hong Kong,2,4,1,1,1,3,1,3,3
684,Sidney Billy,1,Hubei,4,4,5,5,4,4,2,5,1
685,Lin Wen,2,Hong Kong,3,4,5,3,2,3,5,4,4
686,Willie Hudson,1,Hong Kong,4,5,5,5,5,5,3,5,5
687,Pan Zhenya,1,England,2,4,4,3,2,3,3,3,2
688,Janet Gosse,2,Hong Kong,2,2,1,1,2,1,4,1,3
689,Tracy Eugen,2,Mongolia,4,5,5,3,2,2,3,2,1
690,Roberta Bessemer,2,Jiangsu,4,3,5,5,4,4,4,3,4
691,Beau Tommy,1,Hong Kong,2,3,2,2,2,2,4,2,2
692,Carter Michelson,1,Hong Kong,3,3,3,1,2,1,5,3,5
693,Harvey Sainsbury,1,Hong Kong,2,5,5,4,3,3,2,3,4
694,Gong Yating,1,Hong Kong,5,5,5,5,5,5,5,5,5
695,Rudolf Stone,1,Hong Kong,2,4,1,1,2,2,2,2,2
696,Ivy Snow,2,Hong Kong,2,4,3,3,2,3,2,4,5
697,Elaine Roosevelt,2,Malaysia,3,4,5,4,4,4,5,5,1
698,Maniwa Ayao,2,hk,3,2,2,5,4,5,5,5,4
699,Hedda Beerbohm,2,Hong Kong,5,4,3,1,2,1,4,1,3
700,Pearl Electra,2,Hong Kong,1,1,1,1,1,1,2,1,1
701,Martin Cotton,1,Hong Kong,5,4,5,5,5,4,4,5,5
702,Rachel Rockefeller,1,Hong Kong,3,2,3,5,3,4,2,4,4
703,Song Yimu,1,Hong Kong,4,5,5,5,5,5,3,5,5
704,Lucien James,1,Hong Kong,4,4,5,4,2,3,5,4,4
705,Evelyn Sonmerfield,2,HK,2,3,1,1,1,1,4,1,1
706,Helen Wat,2,Hong Kong,2,1,2,1,1,2,2,1,1
707,Carter Michelson,1,Hong Kong,2,4,1,1,2,2,2,2,2
708,Dick Veblen,1,hk,3,4,2,3,2,2,5,3,1
709,Lynn Nick,2,Hong Kong,3,2,4,5,3,3,3,2,3
710,Baird Twain,1,hk,4,5,5,5,3,4,2,4,1
711,Adam Carrie,1,Hong Kong,3,4,4,5,4,4,2,4,4
712,Meng Qiang,1,Hong Kong,3,4,2,2,1,3,2,1,2
713,Archer Esther,1,Hong Kong,1,3,1,1,1,1,1,1,1
714,Ronald Eipstein,1,Hong Kong,2,3,2,2,2,2,4,2,2
715,Wright Richards,1,Hong Kong,2,5,5,4,3,3,2,3,4
716,Raymond Gibbon,1,Hong Kong,2,3,2,5,3,3,3,3,1
717,Jenny Truman,2,Taiwan,4,3,3,1,1,1,4,1,1
718,Zou Huang,2,Hong Kong,1,4,4,3,2,2,1,2,3
719,Lilith Arthur,2,hk,1,3,1,1,1,2,1,2,2
720,Vivian Clarissa,1,hk,4,2,4,5,2,2,2,2,2
721,Pete Tennyson,1,Taiwan,2,4,1,1,2,2,2,2,2
722,Odelia Christy,2,Hong Kong,4,2,4,5,2,2,2,2,2
723,Louise Helin(a),2,hk,5,3,5,5,4,3,3,4,4
724,Wang Huo,2,Foshan,2,2,1,4,1,1,1,1,1
725,Roy Smith,1,Hong Kong,5,4,4,3,2,3,3,3,3
726,Otto Hobson,1,Fujian,3,4,2,3,2,2,5,3,1
727,Vera Lattimore,2,Hong Kong,2,2,1,5,4,5,2,5,4
728,Gregary Peter,1,Hong Kong,3,4,5,4,3,4,2,4,3
729,Tina Anthony,2,hk,3,2,4,5,3,3,3,2,3
730,Du Lei,2,Shenzhen,3,2,3,2,2,3,3,2,2
731,Hou Xieren,2,Hong Kong,3,4,4,5,4,4,2,4,4
732,Dolores Juliet,2,Canada,3,4,4,5,3,3,3,2,2
733,Upton Evan,1,Hong Kong,4,2,4,4,3,2,2,3,3
734,Liang ZhenKang,1,Hong Kong,1,4,4,3,2,2,1,2,3
735,Linda Butler,2,HK,3,4,5,3,2,3,3,3,1
736,Hazel Saxton,2,HK,3,4,5,1,1,1,5,1,2
737,Joy Lambert,2,Hong Kong,4,2,4,5,2,2,2,2,2
738,Chen Cui,2,Shanghai,3,3,3,1,2,1,4,1,1
739,Olivia Jones,2,Hong Kong,2,4,1,1,1,3,1,3,3
740,Maggie Nahum,2,Hong Kong,2,4,2,1,1,2,1,1,1
741,Werner Bauer,1,India,1,2,1,1,1,2,4,2,1
742,Clement Kellogg,1,hk,3,2,4,5,3,3,3,2,3
743,Myrna Hodge,2,Shandong,4,5,3,4,3,3,5,4,2
744,Theobald Frederick,1,hk,3,3,4,1,1,3,5,3,5
745,Victor Violet,1,hk,4,4,4,4,4,4,4,4,4
746,Jodie Hume,2,Hong Kong,3,4,2,2,1,3,2,1,2
747,Griffith Kell(e)y,1,Hong Kong,2,3,2,3,2,3,3,3,2
748,Sandra Gibson,2,HK,3,3,3,4,3,4,2,4,5
749,Levi Stephens,1,Hong Kong,2,3,3,4,2,2,2,1,1
750,Xiao Qiu,1,Chongqing,3,3,4,4,4,4,3,4,3
751,Verne Lily,1,Shanghai,2,4,1,1,1,3,1,3,3
752,Bonnie Locke,2,Hong Kong,3,4,2,3,2,2,5,3,1
753,Joanne Haywood,2,Macao,3,3,2,5,2,2,2,1,1
754,Agatha Catharine,2,Hong Kong,3,3,3,1,2,1,5,3,5
755,Jo Baldwin,1,Hong Kong,4,3,4,3,3,4,4,3,3
756,Merxat Abdulla,1,Hong Kong,2,3,2,2,2,2,4,2,2
757,Zheng Wei,2,Taiwan,4,5,3,3,2,4,3,2,3
758,Violet Joe,2,hk,4,5,5,5,4,4,4,3,3
759,Pan Zhenya,1,Hong Kong,1,2,1,4,3,4,2,4,1
760,Morgan Bowman,1,HK,4,5,5,5,5,5,3,5,5
761,Dick Bentham,1,Hong Kong,3,3,2,5,2,2,2,1,1
762,Rebecca Hodgson,2,Sichuan,2,3,2,2,2,2,4,2,2
763,Carr Green,1,Indonesia,3,3,3,1,2,1,5,3,5
764,Ted Wyclif(fe),1,HK,2,4,4,1,2,3,3,3,4
765,Setlla Scott,2,HK,3,3,2,5,2,2,2,1,1
766,Sabina Geoffrey,2,Hong Kong,1,2,1,1,1,1,3,1,1
767,Leopold Minnie,1,Hong Kong,4,5,5,5,4,4,4,3,3
768,Hunter Herbert,1,Hong Kong,3,4,4,5,4,4,2,4,4
